Source_country,Contestant,2016,2017,2018,2019,2021,2022,2023,Total_points,Frequency
Switzerland,Albania,0,0,7,10,7,0,12,36,4
Switzerland,Armenia,0,0,0,0,0,0,5,5,1
Switzerland,Australia,13,4,0,4,0,4,2,27,5
Switzerland,Austria,14,0,8,0,0,0,7,29,3
Switzerland,Azerbaijan,0,0,0,0,2,0,0,2,1
Switzerland,Belgium,10,13,0,0,0,0,0,23,2
Switzerland,Bulgaria,1,14,2,0,10,0,0,27,4
Switzerland,Croatia,0,8,0,0,0,0,6,14,2
Switzerland,Cyprus,0,0,10,0,0,0,0,10,1
Switzerland,Czech Republic,0,0,0,0,0,0,12,12,1
Switzerland,Denmark,0,0,2,1,0,0,0,3,2
Switzerland,Estonia,0,0,10,0,0,0,10,20,2
Switzerland,Finland,0,0,0,0,5,0,8,13,2
Switzerland,France,3,3,0,5,18,0,0,29,4
Switzerland,Germany,8,3,18,6,0,2,4,41,6
Switzerland,Greece,0,0,0,0,0,12,0,12,1
Switzerland,Hungary,0,8,0,0,0,0,0,8,1
Switzerland,Iceland,0,0,0,0,10,0,0,10,1
Switzerland,Ireland,0,0,6,0,0,0,0,6,1
Switzerland,Israel,8,0,6,0,0,0,4,18,3
Switzerland,Italy,9,12,8,17,18,10,18,92,7
Switzerland,Latvia,3,0,0,0,0,0,0,3,1
Switzerland,Lithuania,7,0,8,0,5,0,0,20,3
Switzerland,Malta,0,0,0,0,6,0,0,6,1
Switzerland,Moldova,0,0,0,0,0,4,0,4,1
Switzerland,Netherlands,5,7,0,16,0,10,0,38,4
Switzerland,North Macedonia,0,0,0,14,0,0,0,14,1
Switzerland,Norway,0,5,0,15,0,1,6,27,4
Switzerland,Poland,5,0,0,0,0,1,0,6,2
Switzerland,Portugal,0,24,13,0,15,12,7,71,5
Switzerland,Romania,0,4,0,0,0,0,0,4,1
Switzerland,Russia,6,0,0,3,3,0,0,12,3
Switzerland,Serbia,12,0,12,7,12,12,1,56,6
Switzerland,Spain,2,0,1,5,0,14,3,25,5
Switzerland,Sweden,0,11,5,12,3,10,11,52,6
Switzerland,Ukraine,10,0,0,0,2,13,0,25,3
Switzerland,United Kingdom,0,0,0,1,0,11,0,12,2
Ukraine,Armenia,7,0,0,0,0,2,0,9,2
Ukraine,Australia,9,2,2,0,0,3,8,24,5
Ukraine,Austria,0,0,7,0,0,0,0,7,1
Ukraine,Azerbaijan,17,6,0,0,6,5,0,34,4
Ukraine,Belarus,0,20,0,0,0,0,0,20,1
Ukraine,Belgium,10,6,0,0,7,0,0,23,3
Ukraine,Bulgaria,3,2,0,0,0,0,0,5,2
Ukraine,Croatia,0,7,0,0,0,0,8,15,2
Ukraine,Cyprus,0,0,4,0,0,0,0,4,1
Ukraine,Czech Republic,0,0,14,0,0,1,9,24,3
Ukraine,Denmark,0,0,11,0,0,0,0,11,1
Ukraine,Estonia,0,0,4,0,0,5,5,14,3
Ukraine,Finland,0,0,0,0,8,4,10,22,3
Ukraine,France,0,11,19,0,15,0,0,45,3
Ukraine,Georgia,9,0,0,0,0,0,0,9,1
Ukraine,Greece,0,0,0,0,0,7,0,7,1
Ukraine,Hungary,2,12,1,0,0,0,0,15,3
Ukraine,Iceland,0,0,0,0,10,8,0,18,2
Ukraine,Israel,6,0,22,0,7,0,2,37,4
Ukraine,Italy,0,0,5,0,24,0,2,31,3
Ukraine,Latvia,13,0,0,0,0,0,0,13,1
Ukraine,Lithuania,15,0,2,0,10,10,14,51,5
Ukraine,Malta,0,0,0,0,5,0,0,5,1
Ukraine,Moldova,0,16,6,0,0,6,6,34,4
Ukraine,Netherlands,0,3,8,0,0,11,0,22,3
Ukraine,Norway,0,1,0,0,1,2,7,11,4
Ukraine,Poland,8,0,0,0,0,12,18,38,3
Ukraine,Portugal,0,20,0,0,2,10,0,32,3
Ukraine,Romania,0,3,0,0,0,0,0,3,1
Ukraine,Russia,12,0,0,0,4,0,0,16,2
Ukraine,Slovenia,0,0,5,0,0,0,3,8,2
Ukraine,Spain,0,0,0,0,0,1,0,1,1
Ukraine,Sweden,5,7,6,0,2,4,15,39,6
Ukraine,Switzerland,0,0,0,0,15,6,0,21,2
Ukraine,United Kingdom,0,0,0,0,0,19,9,28,2
United Kingdom,Albania,0,0,7,0,0,0,0,7,1
United Kingdom,Armenia,0,0,0,0,0,0,3,3,1
United Kingdom,Australia,14,10,1,18,0,6,12,61,6
United Kingdom,Austria,0,3,12,0,0,0,0,15,2
United Kingdom,Azerbaijan,0,0,0,10,0,7,0,17,2
United Kingdom,Belarus,0,1,0,0,0,0,0,1,1
United Kingdom,Belgium,0,8,0,0,1,0,13,22,3
United Kingdom,Bulgaria,13,19,14,0,13,0,0,59,4
United Kingdom,Croatia,1,5,0,0,0,0,0,6,2
United Kingdom,Cyprus,9,0,8,1,0,0,0,18,3
United Kingdom,Czech Republic,0,0,5,1,0,0,0,6,2
United Kingdom,Denmark,0,2,2,9,0,0,0,13,3
United Kingdom,Estonia,0,0,6,0,0,7,6,19,3
United Kingdom,Finland,0,0,4,0,11,0,12,27,3
United Kingdom,France,6,0,0,2,17,0,0,25,3
United Kingdom,Georgia,12,0,0,0,0,0,0,12,1
United Kingdom,Germany,0,0,3,0,0,0,0,3,1
United Kingdom,Greece,0,0,0,0,0,4,0,4,1
United Kingdom,Hungary,0,1,0,0,0,0,0,1,1
United Kingdom,Iceland,0,0,0,8,20,0,0,28,2
United Kingdom,Ireland,0,0,13,0,0,0,0,13,1
United Kingdom,Israel,3,0,17,0,6,0,7,33,4
United Kingdom,Italy,0,2,0,0,3,0,2,7,3
United Kingdom,Latvia,3,0,0,0,0,0,0,3,1
United Kingdom,Lithuania,16,0,12,0,12,7,18,65,5
United Kingdom,Malta,0,0,0,0,6,0,0,6,1
United Kingdom,Moldova,0,12,4,0,0,8,1,25,4
United Kingdom,Netherlands,0,4,0,10,0,0,0,14,2
United Kingdom,North Macedonia,0,0,0,12,0,0,0,12,1
United Kingdom,Norway,0,0,5,12,2,6,7,32,5
United Kingdom,Poland,10,10,0,0,0,18,8,46,4
United Kingdom,Portugal,0,20,0,0,7,3,0,30,3
United Kingdom,Romania,0,7,0,0,0,3,0,10,2
United Kingdom,Russia,7,0,0,4,0,0,0,11,2
United Kingdom,San Marino,0,0,0,0,3,0,0,3,1
United Kingdom,Serbia,2,0,0,0,0,2,0,4,2
United Kingdom,Slovenia,0,0,0,0,0,0,1,1,1
United Kingdom,Spain,4,0,1,2,2,15,5,29,6
United Kingdom,Sweden,1,12,2,15,0,16,17,63,6
United Kingdom,Switzerland,0,0,0,12,9,2,0,23,3
United Kingdom,Ukraine,15,0,0,0,4,12,4,35,4
